,county_id,proj_X,proj_Y,new_pct_dem,sex_ratio,pct_black,pct_hisp,pct_bach,median_income,pct_65_over,pct_age_18_29,gini,pct_manuf,ln_pop_den,pct_3rd_party,turn_out,pct_fb,pct_uninsured
2667,48275,-344702.7802952765,1177758.841734046,18.33910034602076,99.2,5.6,34.3,20.1,48798,18.3,12.145748987854251,0.4287,5.6,1.4658537890669847,0.7554945054945028,58.28662930344275,8.8,16.8
2668,48309,-113672.64385240855,942666.6614904772,38.1249285573256,95.4,14.6,26.3,24.2,49778,14.1,21.302804981500586,0.4732,11.5,5.468738319220271,1.6766797449730195,55.81681827254841,8.4,14.5
2669,48095,-366320.09234674624,924269.1987334912,15.697211155378485,179.6,1.3,45.1,13.0,47500,20.0,11.48193508879363,0.466,4.3,1.190163223690495,1.0252365930599303,65.22633744855966,26.3,12.7
2670,48137,-414859.28199009044,776883.5083924684,15.83411875589067,107.4,0.0,56.6,18.2,40766,30.6,12.982273201251305,0.4648,2.0,-0.10118419867430732,0.4690431519699834,66.17008069522035,5.9,19.7
2671,48133,-265257.20648913755,1032244.2024622881,11.958637469586375,100.3,3.3,16.4,16.0,37276,22.4,16.248016198763207,0.5381,8.0,2.9789389739060783,0.8802604606294451,59.00391319815013,4.6,17.2
2672,48243,-776789.0600555906,882154.2492173002,38.988326848249024,78.9,1.0,39.8,30.5,53088,34.0,9.549308344489068,0.3305,1.7,-0.009999846058628194,1.532567049808431,77.54010695187165,20.9,16.9
2673,48247,-269212.17567737465,446283.80955119064,58.96551724137932,95.6,0.3,91.3,13.4,33382,14.2,14.452303574842286,0.4708,3.2,1.5278892925229195,0.2946954813359548,59.410563174788436,3.8,21.5
2674,48339,47722.45817196455,802769.4660305212,27.77759104269137,98.0,5.0,24.1,34.5,80902,12.8,14.467898361567205,0.4761,9.1,6.277244701663243,1.3935177853967915,72.16648550387617,13.5,14.1
2675,48127,-368865.1011552698,602015.6016372172,62.061403508771924,94.1,0.0,86.9,13.6,27161,16.9,15.692661429392604,0.4783,2.8,2.0557649719542237,0.4909983633387849,52.40886347390994,7.7,20.6
2676,48479,-329667.8078574631,527388.8638666713,61.75610620514485,96.0,0.4,95.5,18.9,46475,9.2,18.5280375540168,0.4794,2.2,4.393796300631439,0.9927335994268704,50.02925815936919,25.9,27.7
